Top100Year,SongTitle,Artist,LyricsStatus,Lyrics,ReleaseYear,Genre
2014,Dark Horse,Katy Perry Featuring Juicy J,True,"Yeah, y'all know what it is
Katy Perry
Juicy J
Uh huh, let's rage
I knew you were
You were gonna come to me
And here you are
But you better choose carefully
'Cause I, I'm capable of anything
Of anything and everything
Make me your Aphrodite
Make me your one and only
But don't make me your enemy (enemy)
Your enemy (your enemy), your enemy
So you wanna play with magic?
Boy, you should know what you're fallin' for
Baby, do you dare to do this?
'Cause I'm coming at you like a dark horse (hey)
Are you ready for, ready for (hey)
A perfect storm, perfect storm? (Hey, hey)
'Cause once you're mine, once you're mine (hey, hey, hey, hey)
(There's no going back)
Mark my words
This love will make you levitate
Like a bird, like a bird without a cage
But down to earth
If you choose to walk away, don't walk away
It's in the palm of your hand now, baby
It's a yes or a no, no maybe
So just be sure before you give it all to me
All to me, give it all to me
So you wanna play with magic?
Boy, you should know what you're fallin' for
Baby, do you dare to do this?
'Cause I'm coming at you like a dark horse (hey)
Are you ready for, ready for (hey)
A perfect storm, perfect storm? (Hey, hey)
'Cause once you're mine, once you're mine (hey, hey, hey, hey)
Yup (Trippy)
(There's no going back)
Uh, she's a beast
I call her Karma (come back)
She eat your heart out like Jeffrey Dahmer (woo)
Be careful, try not to lead her on
Shawty heart is on steroids
'Cause her love is so strong
You might fall in love when you meet her (meet her)
If you get the chance, you better keep her (keep her)
She's sweet as pie, but if you break her heart
She turn cold as a freezer (freezer)
That fairy tale ending with a knight in shining armor
She can be my Sleeping Beauty
I'm gon' put her in a coma (woo)
Damn, I think I love her
Shawty so bad, I'm sprung and I don't care
She ride me like a roller coaster
Turn the bedroom into a fair (a fair)
Her love is like a drug
I was tryna hit it and quit it
But lil' mama so dope
I messed around and got addicted
So you wanna play with magic?
Boy, you should know what you're fallin' for (you should know)
Baby, do you dare to do this?
'Cause I'm coming at you like a dark horse (like a dark horse)
Are you ready for, ready for (ready for)
A perfect storm, perfect storm? (A perfect storm)
'Cause once you're mine, once you're mine (oh)
(There's no going back)",2013,"Soul music, Neo soul, Pop"
2014,Latch,Disclosure Featuring Sam Smith,False,,2013,"Alternative/Indie, Dance/Electronic"
2014,Sing,Ed Sheeran,True,"It's late in the evening
Glass on the side
I've been sat with you
For most of the night
Ignoring everybody here
We wish they would disappear
So maybe we could get down now
I don't wanna know
If you're getting ahead of the programme
I want you to be mine, lady
And to hold your body close
Take another step into the no-man's land
For the longest time, lady
I need you, darling
Come on, set the tone
If you feel you're falling
Won't you let me know?
Oh-oh, ooh-ooh
Oh-oh, ooh-ooh
If you love me
Come on, get involved
Feel it rushing through you
From your head to toe
Oh-oh, ooh-ooh
Oh-oh, ooh-ooh
Sing!
Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh
Louder!
Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh
Sing!
Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh
This love is ablaze
I saw flames from the side of the stage
And the fire brigade comes in a couple of days
Until then, we got nothing to say
And nothing to know
But something to drink and maybe something to smoke
Let it go until our roads are changed
Singing ""we found love in a local rave"", no
I don't really know what I'm supposed to say
But I can just figure it out, and then hope and pray
I told her my name and said, ""It's nice to meet ya""
Then she handed me a bottle of water filled with tequila
I already know she's a keeper
Just from this one small act of kindness
I'm in deep if anybody finds out
I'm meant to drive home, but I've drunk all of it now
Not sobering up we just sit on the couch
One thing led to another
Now she's kissing my mouth
I need you, darling
Come on, set the tone
If you feel you're falling
Won't you let me know?
Oh-oh, ooh-ooh
Oh-oh, ooh-ooh
If you love me
Come on, get involved
Feel it rushing through you
From your head to toe
Oh-oh, ooh-ooh
Oh-oh, ooh-ooh
Sing!
Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh
Louder!
Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh
Sing!
Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh
Can you feel it?
All the guys in here don't even wanna dance
Can you feel it?
All that I can hear is music from the back
Can you feel it?
I found you hiding here, so won't you take my hand, darling?
Before the beat kicks in again
Can you feel it?
Can you feel it?
Sing!
I need you, darling
Come on set the tone
If you feel you're falling
Won't you let me know?
(Louder!) Oh-oh, ooh-ooh
Oh-oh, ooh-ooh
If you love me
Come on, get involved
Feel it rushing through you
From your head to toe
(Louder!) Oh-oh, ooh-ooh
Oh-oh, ooh-ooh
Sing!",2013,"Alternative/Indie, R&B/Soul, Electropop, Dance/Electronic, MORE"
2014,Maps,Maroon 5,True,"I miss the taste of a sweeter life
I miss the conversation
I'm searching for a song tonight
I'm changing all of the stations
I like to think that we had it all
We drew a map to a better place
But on that road, I took a fall
Oh baby, why did you run away?
I was there for you in your darkest times
I was there for you in your darkest night
But I wonder, where were you?
When I was at my worst down on my knees
And you said you had my back
So I wonder, where were you?
When all the roads you took came back to me
So I'm following the map that leads to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following
I hear your voice in my sleep at night
Hard to resist temptation
'Cause something strange has come over me
Now, I can't get over you
No, I just can't get over you
I was there for you in your darkest times
I was there for you in your darkest night
But I wonder, where were you?
When I was at my worst down on my knees
And you said you had my back
So I wonder, where were you?
When all the roads you took came back to me
So I'm following the map that leads to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Oh, oh, oh, ah
Oh, oh, oh, ah
Ye, ye, ye, ah
Ah, ah, mmh, ah
Oh, I was there for you
Oh, in your darkest times
Oh, I was there for you
Oh, in your darkest night
Oh, I was there for you
Oh, in your darkest times
Oh, I was there for you
Oh, in your darkest night
But I wonder, where were you?
When I was at my worst down on my knees
And you said you had my back
So I wonder, where were you?
When all the roads you took came back to me
So I'm following the map that leads to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following",2014,"Pop rock, Pop"
2014,Ain't It Fun,Paramore,True,"I don't mind
Letting you down easy, but just give it time
If it don't hurt now then just wait, just wait a while
You're not the big fish in the pond no more
You are what they're feeding on
So what are you gonna do
When the world don't orbit around you?
So what are you gonna do
When the world don't orbit around you?
Ain't it fun?
Living in the real world
Ain't it good?
Being all alone
Where you're from
You might be the one who's running things
Where you can ring anybody's bell and get what you want
See it's easy to ignore trouble
When you're living in a bubble
So what are you gonna do
When the world don't orbit around you?
So what are you gonna do
When nobody wants to fool with you?
Ain't it fun?
Living in the real world
Ain't it good?
Being all alone?
Ain't it good to be on your own?
Ain't it fun? You can't count on no one
Ain't it good to be on your own?
Ain't it fun? You can't count on no one
Ain't it fun?
Living in the real world
Don't go crying to your mama
'Cause you're on your own in the real world
Don't go crying to your mama
'Cause you're on your own in the real world
Don't go crying to your mama
'Cause you're on your own in the real world
Don't go crying to your mama
'Cause you're on your own in the real world
Ain't it fun, ain't it fun?
Baby, now you're one of us
Ain't it fun, ain't it fun?
Ain't it fun?
Ain't it fun?
Living in the real world
Ain't it good? (Ain't it good?)
Being all alone
Ain't it fun living in the real world?
('Cause the world don't orbit around you)
Ain't it good? (Ain't it good?)
Being all alone
Don't go crying to your mama (Run to your mama)
'Cause you're on your own in the real world (Don't go crying)
Don't go crying to your mama (To your mama)
'Cause you're on your own in the real world
Don't go crying to your mama
'Cause you're on your own in the real world (This is the real world)
Don't go crying to your mama
'Cause you're on your own in the real world (This is the real world)
Don't go crying (This is the real world) to your mama
'Cause you're on your own in the real world
Don't go crying to your mama (Don't you cry)
'Cause you're on your own in the real world
Don't go crying (Don't you go, don't you go crying)
Don't go crying (You're on your own)
Don't go crying (Don't go crying to your mama)
Don't go crying",2013,"Pop rock, Alternative rock, New wave, New jack swing, Funk rock, Alternative/Indie, Pop"
2014,Not A Bad Thing,Justin Timberlake,True,"Said all I want from you is to see you tomorrow
And every tomorrow maybe you'll let me borrow your heart
And is it too much to ask for every Sunday?
And while we're at it, throw in every other day to start
I know people make promises all the time
Then they turn right around and break them
When someone cuts your heart open with a knife, now you're bleeding
But I could be that guy to heal it over time
And I won't stop until you believe it
'Cause baby you're worth it
So, don't act like it's a bad thing to fall in love with me
'Cause you might f*ck around to find your dreams come true with me
Spend all your time and your money just to find out that my love was free
So don't act like it's a bad thing to fall in love with me, me
It's not a bad thing to fall in love with me, me
Now how about I be the last voice you hear tonight?
And every other night for the rest of the nights that there are
And every morning I just wanna see you staring back at me
'Cause I know that's a good place to start
I know people make promises all the time
Then they turn right around and break them
When someone cuts your heart open with a knife, now you're bleeding
Don't you know that I could be that guy to heal it over time
And I won't stop until you believe it
'Cause baby you're worth it
So, don't act like it's a bad thing to fall in love with me
'Cause you might f*ck around to find your dreams come true with me
Spend all your time and your money just find out that my love was free
So don't act like it's a bad thing to fall in love with me, me
It's not a bad thing to fall in love with me, me
Not such a bad thing to fall in love with me
(Not such a bad thing to fall in love with me)
No, I won't fill your mind with broken promises and wasted time
And if you fall, you'll always land right in these arms
These arms of mine
Don't act like it's a bad thing to fall in love with me
'Cause you might f*ck around to find your dreams come true with me
Spend all your time and your money just to find out that my love was free
So don't act like it's a bad thing to fall in love with me, me
It's not a bad thing to fall in love with me, me
Not such a bad thing to fall in love with me",2013,"R&B/Soul, Pop, UK R&B, Hip-Hop/Rap, UK Rap"
2014,Classic,MKTO,False,,2013,"R&B/Soul, Pop, UK R&B, Hip-Hop/Rap, UK Rap"
2014,Talk Dirty,Jason Derulo Featuring 2 Chainz,True,"Haha, get jazzy on 'em
I'm that flight that you get on, international
First class seat on my lap, girl, riding comfortable, ha (oh yeah)
'Cause I know what da girl dem need, New York to Haiti
I got lipstick stamps on my passport, you make it hard to leave
Been around the world, don't speak the language (uh-huh)
But your booty don't need explaining (uh-huh)
All I really need to understand is (uh-huh)
When you, you talk dirty to me
You talk dirty to me (what?)
Talk dirty to me
You talk dirty to me (what?)
Get jazzy on 'em
You know the words to my songs, no habla inglés (oh)
Our conversations ain't long
But you know what it is
I know what the girl dem want, London to Taiwan
I got lipstick stamps on my passport, I think I need a new one
Been around the world, don't speak the language (uh-huh)
But your booty don't need explaining (uh-huh)
All I really need to understand is (uh-huh)
When you, you talk dirty to me
You talk dirty to me (what?)
Talk dirty to me
You talk dirty to me (what?)
Met a friend in Rio
(Dos) She was all on me, oh
(Tres) We could ménage à three, oh
(Cuatro) Oh, yeah (2 Chainz)
Dos Cadenas, close to genius
Sold out arenas, you can suck my penis
Gilbert Arenas, guns on deck (deck)
Chest to chest, tongue on neck (neck)
International oral sex
Every picture I take, I pose a threat
Boat or jet, what do you expect?
Her pussy so good I bought her a pet
Anyway, every day I'm tryna get to it
Got her saved in my phone under ""Big Booty""
Anyway, every day I'm tryna get to it
Got her saved in my phone under ""Big Booty""
Been around the world, don't speak the language (uh-huh)
But your booty don't need explaining (uh-huh)
All I really need to understand is (uh-huh)
When you, you talk dirty to me (you do)
You talk dirty to me (yeah, yeah)
Talk dirty to me (talk to me)
Talk dirty to me (oh yeah)
Oh, get jazzy on 'em",2013,"R&B/Soul, Pop"
2014,Birthday,Katy Perry,True,"I heard you're feeling nothing's going right
Why don't you let me stop by?
The clock is ticking, running out of time
So we should party all night
So cover your eyes, I have a surprise
I hope you got a healthy appetite
If you wanna dance, if you want it all
You know that I'm the girl that you should call
Boy, when you're with me
I'll give you a taste
Make it like your birthday everyday
I know you like it sweet
So you can have your cake
Give you something good to celebrate
So make a wish
I'll make it like your birthday everyday
I'll be your gift
Give you something good to celebrate
Pop your confetti, pop your Pérignon
So hot and heavy 'til dawn
I got you spinning like a disco ball
All night, they're playing your song
We're living the life, we're doing it right
You're never gonna be unsatisfied
If you wanna dance, if you want it all
You know I'm the girl that you should call
Boy, when you're with me
I'll give you a taste
Make it like your birthday everyday
I know you like it sweet
So you can have your cake
Give you something good to celebrate
So make (so make) a wish (a wish)
I'll make it like your birthday everyday
I'll be (I'll be) your gift (your gift)
Give you something good to celebrate
Happy birthday
So let me get you in your birthday suit
It's time to bring out the big balloons
So let me get you in your birthday suit
It's time to bring out the big, big, big, big, big, big balloons
Boy, when you're with me
I'll give you a taste
Make it like your birthday everyday
I know you like it sweet
So you can have your cake
Give you something good to celebrate
Boy, when you're with me
I'll give you a taste
Make it like your birthday everyday
I know you like it sweet
So you can have your cake
Give you something good to celebrate
So make (so make) a wish (a wish)
I'll make it like your birthday everyday
I'll be (I'll be) your gift (your gift)
Give you something good to celebrate
Happy birthday",2013,"R&B/Soul, Pop"
2014,Me And My Broken Heart,Rixton,True,"All I need's a little love in my life
All I need's a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heart
Yeah
Shotgun, aimed at my heart, you got one
Tear me apart in this song
How do we call this love
I tried, to run away but your eyes (woah-oh-oh-oh)
Tell me to stay, oh why
Why do we call this love? (Woah-oh-oh-oh)
It seems like we've been losing control
Somebody tell me I'm not alone
When I say
All I need's a little love in my life
All I need's a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heart
Uh, maybe some part of you just hates me
You pick me up and play me
How do we call this love? (Woah-oh-oh-oh)
One time tell me you need me tonight
To make it easy, you lie
And say it's all for love (woah-oh-oh-oh)
It seems like we've been losing control
Somebody tell me I'm not alone
When I say
All I need's a little love in my life
All I need's a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heart
Me and my broken heart
Me and my broken
Yeah, yeah, yeah
It's just me
It's just me
It's just me
Me and my broken heart
All I need's a little love in my life (baby)
All I need's a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heart",2015,"R&B/Soul, Pop"
2014,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,False,,2015,"R&B/Soul, Pop"
2014,Counting Stars,OneRepublic,True,"Lately, I've been, I've been losing sleep
Dreaming about the things that we could be
But baby, I've been, I've been praying hard
Said, ""No more counting dollars, we'll be counting stars""
Yeah, we'll be counting stars
I see this life, like a swinging vine
Swing my heart across the line
And in my face is flashing signs
Seek it out and ye shall find
Old, but I'm not that old
Young, but I'm not that bold
And I don't think the world is sold
On just doing what we're told
I feel something so right
Doing the wrong thing
And I feel something so wrong
Doing the right thing
I couldn't lie, couldn't lie, couldn't lie
Everything that kills me makes me feel alive
Lately, I've been, I've been losing sleep
Dreaming about the things that we could be
But baby, I've been, I've been praying hard
Said, ""No more counting dollars, we'll be counting stars""
Lately, I've been, I've been losing sleep
Dreaming about the things we could be
But baby, I've been, I've been praying hard
Said, ""No more counting dollars, we'll be, we'll be counting stars""
Yeah, yeah
I feel your love, and I feel it burn
Down this river, every turn
Hope is our four-letter word
Make that money, watch it burn
Old, but I'm not that old
Young, but I'm not that bold
And I don't think the world is sold
On just doing what we're told
And I feel something so wrong
Doing the right thing
I couldn't lie, couldn't lie, couldn't lie
Everything that drowns me makes me wanna fly
Lately, I've been, I've been losing sleep
Dreaming about the things that we could be
But baby, I've been, I've been praying hard
Said, ""No more counting dollars, we'll be counting stars""
Lately, I've been, I've been losing sleep
Dreaming about the things that we could be
But baby, I've been, I've been praying hard
Said, ""No more counting dollars, we'll be, we'll be counting stars""
Oh, take that money, watch it burn
Sink in the river the lessons I've learned
Take that money, watch it burn
Sink in the river the lessons I've learned
Take that money, watch it burn
Sink in the river the lessons I've learned
Take that money, watch it burn
Sink in the river the lessons I've learned
Everything that kills me makes me feel alive
Lately, I've been, I've been losing sleep
Dreaming about the things that we could be
But baby, I've been, I've been praying hard
Said, ""No more counting dollars, we'll be counting stars""
Lately, I've been, I've been losing sleep
Dreaming about the things that we could be
But baby, I've been, I've been praying hard
Said, ""No more counting dollars, we'll be, we'll be counting stars""
Take that money, watch it burn
Sink in the river the lessons I've learned
Take that money, watch it burn
Sink in the river the lessons I've learned
Take that money, watch it burn
Sink in the river the lessons I've learned
Take that money, watch it burn
Sink in the river the lessons I've learned",2013,"Pop rock, Dance-pop, Folk-pop, Pop"
