Top100Year,SongTitle,Artist,LyricsStatus,Lyrics,ReleaseYear,Genre
2023,El Azul,Junior H x Peso Pluma,True,"Qué detallazo pa' mensajear con la muerte
Una con siete chinos que de retrato trae
Al señor de la montaña, de los drones y demás
Cuernos del diablo junto a mi seguridad
Viejo lobo en verguiza para el polvo traficar
Dios siempre me cuida y mi gorrita de Elegua
En la sangre traigo el 701
Melena de león, pues vengo de uno
Siempre amafiado, pues no somos culos
Bajo perfil el chavalón y se le extraña
Aunque se fue, nunca se le olvida
Bélicos ya somos, bélicos morimos
Y con el corridón del ángel azul
A Dios le pido perdón por los pecados
Pero así es esto
Rolls-Royce azul
Que pa' la finiquera seguido ya han de brincar
Me enamoró el dinero, quiero, quiero y quiero más
Cuernos del diablo y un comando mi seguridad
Viejo lobo en verguiza para el polvo traficar
Dios siempre me cuida y mi gorrita de Elegua
En la sangre traigo el 701
Melena de un león, pues vengo de uno
Siempre amafiados, pues no somos culos
Bajo perfil el chavalón y se le extraña
A un Ruíz, el que nunca se olvida
Bélicos somos, bélicos morimos
Y con el corridón del ángel azul
Le pido perdón a mi Dios por los pecados
Pero así es esto
Translate to English",2023,"Latin music, Regional Mexican"
2023,"You, Me, & Whiskey",Justin Moore & Priscilla Block,True,"You've been doin' that nine-to-five straight line walkin'
Yeah, it's been a long time
Yeah, it's been a long time
Since I've seen that lettin' down your hair
Double-dog-dare look in your eyes
Oh, and you've been burnin' it at both ends
Been a hot minute since you flipped that switch
Girl, it ain't nobody's fault, let's shut the world off
And turn it back to when
It was you, me, and whiskey all night long
Sinkin' to the bottom of them country songs
Fire burnin' hot 'til the last drop's gone
Let's turn it up, turn it up
'Til we take that Black Label buzz too far
And say them things that stay in the dark
Ain't nothin' as sweet, ain't nothin' as strong
As you, me, and whiskey all night long
I see you still got that knock-it-back shot glass
Girl, you ain't missed a beat
You already let a little four letter slip
And your hands are all over me
And you're already talkin' dirty and it's only 10:30
We know where it goes from here
I can't find this me in a red wine glass
Yeah, and I can't find it in a beer
It's you, me, and whiskey all night long
Sinkin' to the bottom of them country songs
Fire burnin' hot 'til the last drop's gone
Let's turn it up, turn it up
'Til we take that Black Label buzz too far
And say them things that stay in the dark
Ain't nothin' as sweet, ain't nothin' as strong
As you, me, and whiskey all night long
Yeah, baby
Whiskey all night long
You, me, and whiskey all night long
Sinkin' to the bottom of them country songs
Turnin' this house to a honky tonk
Let's turn it up, turn it up
'Til we take that Black Label buzz too far
And say them things that stay in the dark
Ain't nothin' as sweet, ain't nothin' as strong
As you, me, and whiskey all night long
Yeah
Whiskey all night long",2023,"Latin music, Regional Mexican"
2023,IDK NoMore,Gunna,True,"I don't know no more, I don't know no more
I can't put my finger on it, I don't know who to call
We was never used to money, they don't know how to ball
They lookin' for me, let 'em know I'm buildin' a wall
Duckin' the law, I ain't trustin' no one at all
I know that when you shine they wish some days'll be dark
And I know there be a time you really show who you are
We burned the bridge and cut the ties and we forever apart
I'm done with all these foes on my soul, just forget 'em
Ten months without no syrup, ain't no more codeine in my liver
Why men actin' like girls, talkin' to niggas like they sisters?
And if you wanna roll you can go on the road with 'em
Lookin' through that peephole, better hope it ain't a hitter
I could do bad on my own, I'on't wanna fuck with niggas
Had a big brother that loved me, a stone cold killer
If it's family, that mean the love is never ever endin'
I don't know no more, I don't know no more
I can't put my finger on it, I don't know who to call
We was never used to money, they don't know how to ball
They lookin' for me, let 'em know I'm buildin' a wall
Duckin' the law, I ain't trustin' no one at all
I know that when you shine they wish some days'll be dark (I know that when you shine)
And I know there be a time you really show who you are
We burned the bridge and cut the ties and we forever apart
Niggas just stay mad, that there is really somethin' else to it
It's always been your plan, you just ain't have no way to do it
'Member we was cool? I gave you shit when I didn't use it
Lemme get that money back, I hope you ain't ran through it
Wanna know how Wunna feel? Then listen to my music
Talk about that shit and all that knowin' I was clueless
Real life on this type of shit, it feel like a movie
I feel I just don't know no more, what all else'll do me?
I don't know no more, I don't know no more
I can't put my finger on it, I don't know who to call
We was never used to money, they don't know how to ball
They lookin' for me, let 'em know I'm buildin' a wall
Duckin' the law, I ain't trustin' no one at all
I know that when you shine they wish some days'll be dark (I know that when you shine)
And I know there be a time you really show who you are
We burned the bridge and cut the ties and we forever apart
We burned the bridge and cut the ties and forever apart
And I know there be a time you really show who you are
They was never used to money, they don't know how to ball
They lookin' for me, let 'em know I'm buildin' a wall
(I know that when you shine)",2023,"Latin music, Regional Mexican"
2023,P Angels,Gunna,True,"I'm in Sky-ami, I'm back out the chain (yeah)
Took a few losses, that's part of the game (that's part of the game)
Boarded a big jet, took my talents to Spain (yeah)
I had to swerve, they was all in my lane (skrrt)
On a Tsunami, yeah, like wave
I bought the map (uh), Bruce Wayne (Bruce Wayne)
Sleep on the yacht for like twenty-somethin' days (twenty-somethin' days)
On a G6 tryna smoke all the Haze (smoke all the Haze)
I got P Angels, they pullin' up whisperin' (P's)
Breakin' down sixes, and geekin' and trippin'
I'm with the bad ones, the ones they be trickin' (the bad ones)
Y'all niggas laughin', we laughin' right with you (ha)
Only thing that matter is bigger picture
Want you get mad, try and send one your hitters (send one your hitters)
I know he mad he found out that I hit her (found)
Couple more baddies, let's order more liquor (let's order)
Kickin' my P, let these boys talk in pillows (kickin')
All in they mouth, I'm the motherfuckin' dinner (motherfuckin' dinner)
Come to my crib, you gon' need some credentials (come on)
Two or three gates pullin' up, ain't that simple (nah)
Factory AP, yeah, yeah (yeah, yeah)
I do business with the original dealer (original dealer)
Handle business, get on top of you niggas (on top of you niggas)
Hope Lord, forgive me, you know I'm a sinner (yeah)
The drip when I walk I'm a oil spiller (oil spiller)
I mixed the Marni with Margiela (Margiela)
Do my big one like Godzilla (Godzilla)
Caramel and redbone and some of them yellow (some of them yellow)
Had to whip out the card (card)
Keep the black card like a car dealer (dealer)
Push P like park (park)
Go back up to space out of Dodge (yeah)
I'm in Sky-ami, I'm back out the chain (yeah)
Took a few losses, that's part of the game (that's part of the game)
Boarded a big jet, took my talents to Spain (yeah)
I had to swerve, they was all in my lane (skrrt)
On a Tsunami, yeah, like wave
I bought the map (uh), Bruce Wayne (Bruce Wayne)
Sleep on the yacht for like twenty-somethin' days (twenty-somethin' days)
On a G6 tryna smoke all the Haze (smoke all the Haze)
I fuck some baddies four hours straight (yeah)
Pill came from Porn Hub, we fucked out the gate (yeah)
Hit the plantation, a millionaire estate (millionaire estate)
Geeked like the station back in the day (geeked)
I'm stayin' focused, get paid (get paid)
I bought a Lotus, Wale (Wale)
Ain't givin' warnings, clear the way (clear the way)
Paint on my watches the same color of spades (yeah)
Peace to Wunna, she don't wanna get saved
Nigga can't count how much money I made
Flew to the Yams, I got tired of the shade (gone)
I can't see nothin' in these new Prada shades (new Prada shades)
I'll send the cleaners I keep me a maid
I'm from the hood, still'll catch me a fade (catch me a fade, fade)
What's crackin', lil nigga? Let's get us a fade
Fuck all that bullshit, I went back to get it
I laid in Sky-ami, been a minute
I'm gon' get a GRAMMY, that's my witness
I want it, I get it independent
Took her some L's and still winnin'
Roll up an L, I'm so high, see the city
I locked her in 'cause she freaky and saditty
Pop back right out and I'm showin' up petty
I'm in Sky-ami, I'm back out the chain (yeah)
Took a few losses, that's part of the game (that's part of the game)
Boarded a big jet, took my talents to Spain (yeah)
I had to swerve, they was all in my lane (skrrt)
On a Tsunami, yeah, like wave
I bought the map (uh), Bruce Wayne (Bruce Wayne)
Sleep on the yacht for like twenty-somethin' days (twenty-somethin' days)
On a G6 tryna smoke all the Haze (smoke all the Haze)",2023,"Latin music, Regional Mexican"
2023,Cowgirls,Morgan Wallen Featuring ERNEST,True,"She'll set the field on fire just cuttin' across a pasture
She'll have you fallin' for it all and then leave right after
And she got a cold heart but she got a warm smile
Cut from the same cloth, she kinda buck-wild
Little bit angel, whole lotta outlaw
She's trouble but I'll tell you right now, y'all
Long live cowgirls
Never gonna settle on down girls
Leave you in a lonely ghost town world
Where the sun don't rise
Rodeo for one night
Love you like a mustang
One hand on them giddy-up reins
Hole in your heart with some good aim
On a goodbye ride
But it's fine 'cause it's kinda my thing
Long live cowgirls
Yeah, long live cowgirls
I hate that I love the way them kisses taste like whiskey
How they wake up, take on off and not even miss me
Leave this heart broken, holding that smokin' gun
I guess that's just the way them wild horses run
Let 'em run
Long live cowgirls
Never gonna settle on down girls
Leave you in a lonely ghost town world
Where the sun don't rise
Rodeo for one night
Love you like a mustang
One hand on them giddy-up reins
Hole in your heart with some good aim
On a goodbye ride
But it's fine 'cause it's kinda my thing
Long live cowgirls
Yeah, long live cowgirls
Come on, cowgirls
Don't you wanna take me away?
Lay me on down, girl
With the wild kind of lovin' you make
For God's sake
Long live cowgirls
Never gonna settle on down girls
Leave you in a lonely ghost town world
Where the sun don't rise
Rodeo for one night
Love you like a mustang
One hand on them giddy-up reins
Hole in your heart with some good aim
On a goodbye ride
But it's fine 'cause it's kinda my thing
Long live cowgirls
Yeah, long live cowgirls
Long live cowgirls
Yeah, long live cowgirls",2023,"Latin music, Regional Mexican"
2023,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",True,"I want you for the dirty and clean
When you're wakin', in your dreams
When you bite my tongue and make me scream (and make me scream)
See, I've got everything that you need
Ain't nobody gon' do it like me
We are burning at a high degree (at a high degree)
And you make me feel like it burns, and it hurts, uh
Baby, that's part of the rush, this is us
What is love?
Baby, don't hurt me
Don't hurt me, no more
What is love?
Baby, don't hurt me
Don't hurt me, no more
What is love?
What is love?
Yeah, yeah, uh huh
I walk it, I talk it, I live it
What we do behind doors, it's our business
On my body, he givin' me kisses
I'm wet when I'm with him, I pop it like Adderall
Baby, dive in my beach and go swimmin'
Let's go deep 'cause you know there's no limits
Nothin' stronger than you when I'm sippin'
I'm still gonna finish, I'm drunk, I ain't had enough
One day you here, then you ghost
Tellin' me lies and it's killin' me slowly (yeah, yeah)
What is love?
Baby, don't hurt me (yeah)
Don't hurt me, no more
What is love?
Baby, don't hurt me
Don't hurt me (yeah), no more (no more)
What is love?
(Uh huh, yeah, yeah)
What is love?
What is love?
Baby, don't hurt me
Don't hurt me, no more (yeah)
What is love?
Baby, don't hurt me
Don't hurt me, no more
What is love?",2023,"Dance/Electronic, Pop"
2023,Popular,"The Weeknd, Playboi Carti & Madonna",False,,2023,"Dance/Electronic, Pop"
2023,Fight The Feeling,Rod Wave,True,"Look, oh, whoa
Uh, okay
Women, how'd you get so good at hiding your feelings?
Pretending, pretending you're fine when really you're bending
You can't keep patching up your pain taking shots at the bar
Know exactly how you feel, I know what's in your heart
Young nigga came a long way with so many scars
Finally found a brighter day from being lost in the dark
But she don't wanna hear that tonight (oh, no)
Play something that's feeling right (oh, no)
She tryna get lit tonight (oh, no)
Get lost in the city lights (oh, no)
Her heart still broken, but she's in denial
She need her grandmama to watch her child
Her makeup covers up her broken smile
You're livin' on lies, hurtin' inside but she's outside
So, get your hair did, put your clothes on
Tell the DJ to play your song (play your song)
Tryna fight the feeling, but she never finished healing
Now you in the middle of the club, tryin' not to cry to a love song
In the middle of the club, tryin' not to cry to a love song, woah
To a love song, woah, to a love song
Now you in the middle of the club, tryin' not to cry to a love song
To a love song (to a love song)
Uh, to a love song (to a love song)
Now you in the middle of the club, tryin' not to cry to a love song
To a love song (to a love song, oh)
To a love song (to a love song)
Ayy, yeah
Ayy, yeah
Oh",2023,"Dance/Electronic, Pop"
2023,Slut Me Out,NLE Choppa,True,"Yeah, ETB
Why you being weird to me?
Ayy, rip off my shirt if you love me (love me)
Spit in my face when you fuck me (fuck me)
Play with my gooch, while you suck me (suck me)
Eat the dick like you was ugly
I mean, hold on, wait
Where your friend? Bring your buddy (your buddy)
I don't think that you enoughie (enoughie)
Her favorite thing to say is, ""Cuff me""
Slut me out (out)
Slut me out (out)
Slut (slut), slut (slut)
Slut me out
Rip off my shirt if you love me (sexy)
Spit in my face when you fuck me (come sex me)
Play with my gooch, while you suck me (don't text me)
Eat the dick like you was ugly (don't text me)
Big dick energy, I give it (I give it)
Don't believe me, then come feel it (come feel it)
Gon' put this here in your kidney, please (please)
And hush it like some kidney beans
Suck my balls, come chickpea me
Why you being weird to me? (Weird to me)
Put your ass in my face 'til I get pink eye
Fuck you anywhere, I'm that type guy (that type guy)
At the church, on the plane, at the basketball game
I don't care, I'ma bust my nut 'til I die ('til I die)
What position do I like? All of 'em, baby (Baby)
Put it on camera, masturbate to it later (to it later)
Ever sucked a vegan dick? Baby, come taste me
Promise that my nut taste like sugar gravy
Don't cum quick, I control my bladder (control my bladder)
Dick real big, come climb my ladder (my ladder)
Fat coochies, little coochies, all coochies matter (they matter)
Ass real fat, I can make it get fatter (fatter)
Wanna see a magic trick? Bend over backwards (Over backwards)
Meat to meat, wall to wall
Coochie to my balls, dawg
Ayy, rip off my shirt if you love me (love me)
Spit in my face when you fuck me (fuck me)
Play with my gooch, while you suck me (suck me)
Eat the dick like you was ugly
I mean, hold on, wait
Where your friend? Bring your buddy (your buddy)
I don't think that you enoughie (enoughie)
Her favorite thing to say is, ""Cuff me""
Slut me out (out)
Slut me out (out)
Slut (slut), slut (slut)
Slut me out",2023,"Dirty rap, R&B/Soul, Afroswing, Hip-Hop/Rap, UK Rap"
2023,Paybach,Gunna,True,"It's gon' feel like it's payback, haters love to say that (uh)
It's that see you outside or come where you stay at (stay at)
Uh, Southside Mayday in a Brave A hat (A hat)
Uh, dog going crazy, he don't wanna sit back (nah)
I just wanna live, pray we all get back (yeah)
I been smokin', sheddin' tears in my large Maybach (uh)
No remorses for my don, told my mom relax (relax)
Ain't sipped purple in so long, I don't wanna relapse
Niggas say I did it and I swear that I ain't did it (nah)
I'm still out here gettin' it, I'm a product of my business (yeah)
Motherfuck the system, tryna to give us all a sentence
I'd tell you the difference, you don't know the feelin' (you don't know the feelin')
Rollin' up, gettin' high, ashes falling on my linen (yeah)
Life changin' with the time, so lately, I been reminiscin'
Sittin' back of the Maybach, wishin' we that was in the Bentley (yeah)
Talkin' 'bout all of these fuck niggas that always had some envy
Yeah, know they envious (envious)
Switching on my brother, are you serious? (Serious)
Nigga ain't gon' touch me and that's period (period)
Only person I fear on this world is God (world is God)
Please do not look for me, I'm going far
I made a few mistakes, but I'm still a star
I hate the government, tryna tear us apart
But I'ma keep it goin', that's what's in my heart
It's gon' feel like it's payback, haters love to say that (uh)
It's that see you outside or come where you stay at (stay at)
Uh, Southside Mayday in a Brave A hat (A hat)
Uh, dog going crazy, he don't wanna sit back (nah)
I just wanna live, pray we all get back (yeah)
I been smokin', sheddin' tears in my large Maybach (uh)
No remorses for my don, told my mom relax (relax)
Ain't sipped purple in so long, I don't wanna relapse
Daytime, havin' the chills, in the feel of frustration (frustration)
Nigga done got so big like we going 'gainst the nation (yeah)
I gotta fix some real problems, take me to the maintenance
I solitude to figure out my situation (situation)
Real discrete location, out of state with my lil' lady (my lil' lady)
Told my dog, ""Be patient, we gon' boost back up the ratings"" (yeah)
Condo overseas, I told her, ""This ain't no vacation"" (nah)
Gon' do it times ten this time for all the times I waited
We done had to wait enough (wait enough)
I take a fall and break it down and build it up (build it up)
Uh, staying down, countin' to hundred plus (hundred plus)
All you fuckin' suckers keep on holdin' nuts (holdin' nuts)
Gunna runnin' out of love
I thought that we was fam', we really never was
I lost a lot of niggas, ooh, a lot of doves (ooh, woah)
And you thought I was on surface but I rose above (ooh, woah)
It's gon' feel like it's payback, haters love to say that (uh)
It's that see you outside or come where you stay at (stay at)
Uh, Southside Mayday in a Brave A hat (A hat)
Uh, dog going crazy, he don't wanna sit back (nah)
I just wanna live, pray we all get back (yeah)
I been smokin', sheddin' tears in my large Maybach (uh)
No remorses for my don, told my mom relax (relax)
Ain't sipped purple in so long, I don't wanna relapse",2023,"Dirty rap, R&B/Soul, Afroswing, Hip-Hop/Rap, UK Rap"
2023,Plebada,El Alfa x Peso Pluma,False,,2023,"Dirty rap, R&B/Soul, Afroswing, Hip-Hop/Rap, UK Rap"
2023,Save Me,Jelly Roll With Lainey Wilson,True,"One, two, three
Somebody save me, me from myself
I've spent so long living in Hell
They say my lifestyle is bad for my health
It's the only thing that seems to help
All of this drinkin' and smokin' is hopeless
But feel like it's all that I need
Somethin' inside of me's broken
I hold on to anything that sets me free
I'm a lost cause
Baby, don't waste your time on me
I'm so damaged beyond repair
Life has shattered my hopes and my dreams
I'm a lost cause
Baby, don't waste your time on me
I'm so damaged beyond repair
Life has shattered my hopes and my dreams
What if the night sky was missin' the moon?
There were no shootin' stars to use wishin' on you
And all of my sorrows, I'd just wash them down
It's the only peace, I've ever found
All of this drinkin' and smokin' is hopeless
But feel like it's all that I need
Somethin' inside of me's broken
I hold on to anything that sets me free
I'm a lost cause
Baby, don't waste your time on me
I'm so damaged beyond repair
Life has shattered my hopes and my dreams
I'm a lost cause
Baby, don't waste your time on me
I'm so damaged beyond repair
Life has shattered my hopes and my dreams",2020,"Dirty rap, R&B/Soul, Afroswing, Hip-Hop/Rap, UK Rap"
2023,Fragil,Yahritza y Su Esencia x Grupo Frontera,True,"Perdón
Es que no sé la razón
Y metí el corazón
En donde no debía
No vi la señal de que iba en contravía
Fui yo
El que se ilusionó
Y aunque no funcionó
Yo te entregué mi vida
No me pidas disculpas, que la culpa es mía
¿Por qué no tengo un corazón así?
Así como el que te dieron a ti
Porque el que me tocó a mí es frágil
Por eso lo rompiste fácil
Y yo queriendo un corazón así
Así como el que te dieron a ti
Porque el que me tocó a mí es frágil
Por eso lo rompiste fácil
Quisiera ser como tú, como tú, sin sentimientos
Que no me duela el alma cuando me estés mintiendo
Quisiera ser como tú y olvidar nuestros momentos
Pero no soy como tú y aquí sí me estoy muriendo
Y ahí te va, chiquitita
Y eso es Grupo Frontera
Yahritza y Su Esencia
¿Por qué no tengo un corazón así?
Así como el que te dieron a ti
Porque el que me tocó a mí es frágil
Por eso lo rompiste fácil
Y yo queriendo un corazón así
Así como el que te dieron a ti
Porque el que me tocó a mí es frágil
Por eso lo rompiste fácil
Quisiera ser como tú, como tú, sin sentimientos
Que no me duela el alma cuando me estés mintiendo
Quisiera ser como tú y olvidar nuestros momentos
Pero no soy como tú y aquí sí me estoy muriendo
Translate to English",2023,"Dirty rap, R&B/Soul, Afroswing, Hip-Hop/Rap, UK Rap"
2023,Jaded,Miley Cyrus,True,"I don't wanna call and talk too long
I know it was wrong, but never said I was sorry
Now I've had time to think it over
We're much older and the bone's too big to bury
Oh, isn't it a shame that it ended like that?
Said goodbye forever, but you never unpacked
We went to Hell, but we never came back
I'm sorry that you're jaded
I could've taken you places
You're lonely now and I hate it
I'm sorry that you're jaded
You're not even willing to look at your part
You just jump in your car and head down to the bar 'til you're blurry
Don't know when to stop, so you take it too far
I don't know where you are and I'm left in the dark 'til I'm worried
Oh, and it hurts me
And it's a fucking shame that it ended like that
You broke your own heart, but you'd never say that
We went to Hell, but we never came back
I'm sorry that you're jaded (jaded)
I could've taken you places (places)
You're lonely now and I hate it
I'm sorry that you're jaded
I won't lie, it won't be easy
When somebody new's on your body
I'll change my number but keep your T-shirt
I don't mind it's torn up and faded
I'm sorry that you're jaded (jaded)
I could've taken you places (places)
You're lonely now and I hate it
I'm sorry that you're jaded
I'm sorry that you're jaded",2023,"Dirty rap, R&B/Soul, Afroswing, Hip-Hop/Rap, UK Rap"
2023,ICU,Coco Jones,False,,2022,"Dirty rap, R&B/Soul, Afroswing, Hip-Hop/Rap, UK Rap"
2023,Truck Bed,HARDY,True,"I woke up on the wrong side of the truck bed this morning
With a bone dry bottle of Jack I was pouring
Damn, she got some nerve, when she kicked me to the curb
Guess you can say I got what I deserve
'Cause I woke up on the wrong side of the truck bed this morning, yeah
She said, ""Don't come home if you go to the bar""
I said, ""Okay baby"", then got drunk out in the yard
2 a.m. I knock-knock, knocked up on the door
But she never unlock-locked it, guess I don't live there no more
Yeah, she meant business this time
I can't believe my bloodshot eyes
I woke up on the wrong side of the truck bed this morning
With a bone dry bottle of Jack I was pouring
Damn, she got some nerve, when she kicked me to the curb
Guess you can say I got what I deserve
'Cause I woke up on the wrong side of the truck bed this morning, yeah
I used that empty bag of corn to rest my head
A camo jacket for a blanket, then passed out like I was dead
Still got one heck of a buzz
If I look a train wreck, it's because
I woke up on the wrong side of the truck bed this morning
With a bone dry bottle of Jack I was pouring
Damn, she got some nerve, when she kicked me to the curb
Guess you can say I got what I deserve
'Cause I woke up on the wrong side of the truck bed this morning, yeah
I woke up on the wrong side of the truck bed this morning
Yes, I did
I can't believe I gotta be at work at 9
That fuckin' bird's about to catch this 45
Oh, I guess if this really is goodbye
At least I took my boots off this time
I woke up on the wrong side of the truck bed this morning
With a bone dry bottle of Jack I was pouring
Damn, she got some nerve, when she kicked me to the curb
Guess you can say I got what I deserve
I woke up on the wrong side of the truck bed this morning
With a bone dry bottle of Jack I was pouring
Damn, she got some nerve, when she kicked me to the curb
Guess you can say I got what I deserve",2023,"Rock, Country"
2023,Ain't That Some,Morgan Wallen,True,"Ain't that some back home buddies in a field, mud on the wheels, yeah
Ain't that some thick smoke Silverado tearin' up a two-lane road
Ain't that some C-O-U-N-T-R-Y shit we been doin' since we was yea high
There's folks out there ain't T-R-Y'd this
Man, ain't that some shit
That you'd hate to grow up and miss
Hate to think of what if
I didn't even know what a honey hole with a Zebco
Wore my jeans rolled and a pinch of Skoal in my lip even is
They say we ain't got a pot to piss but I thank God for this
Ain't that some back home buddies in a field, mud on the wheels, yeah
Ain't that some thick smoke Silverado tearin' up a two-lane road
Ain't that some C-O-U-N-T-R-Y shit we been doin' since we was yea high
There's folks out there ain't T-R-Y'd this
Man, ain't that some shit
Ain't that some, ain't that some, ain't that some shit
Yeah
My true north is due south, with a blue Coors goin' down
Just like that settin' sun on my old Z71
I know it's cliche to sing Chevrolets, cold beers and Fridays
But that's just the way it is out here
Ain't that some back home buddies in a field, mud on the wheels, yeah
Ain't that some thick smoke Silverado tearin' up a two-lane road
Ain't that some C-O-U-N-T-R-Y shit we been doin' since we was yea high
There's folks out there ain't T-R-Y'd this
Man, ain't that some shit
Ain't that some, ain't that some, ain't that some shit
Ain't that some back home buddies in a field, mud on the wheels, yeah
Ain't that some thick smoke Silverado tearin' up a two-lane road
Ain't that some C-O-U-N-T-R-Y shit we been doin' since we was yea high
There's folks out there ain't T-R-Y'd this
Ain't that some back home
Ain't that some thick smoke Silverado
Ain't that some C-O-U-N-T-R-Y, we'll be doing this 'til the day we die
There's folks out there ain't T-R-Y'd this
Ain't that some shit
Ain't that some, ain't that some, ain't that some shit
Ain't that some, ain't that some shit",2023,"Rock, Country"
2023,Shake Sumn,DaBaby,True,"Yeah, call the fireman, she a hot girl
Come shake some, bitch
I don't know how to dance but can lean
And make the ghetto bitches put they hands on they knees (ah)
Make the ghetto bitches put they hands on they knees (ah)
Make the ghetto bitches put they hands on they knees (yeah)
I don't know how to dance but can lean
And make the ghetto bitches put they hands on they knees (ah)
Make the ghetto bitches put they hands on they knees (yeah)
Make the ghetto bitches put they hands on they knees
Yeah, call the fireman, she a hot girl, put her out
Ooh, I just broke a sweat in this bitch, get a towel
She said, ""Nothin' been happenin' now, it's a drought""
I tell her put her ass in the air, dick her down (ooh)
Go get in timeout, you a baddie (ooh)
Just sent me a spot with the addy (ooh)
I get up and pop me a Addy (uh-huh)
I get up and pop me a Addy (mm-hm)
I get up and catch me a flight
The shit took me 'bout four hours, went out to Cali (mm-hm)
And it don't matter how much she say it
It still ain't no way she can make me her daddy
I don't know how to dance but can lean
And make the ghetto bitches put they hands on they knees (ah)
Make the ghetto bitches put they hands on they knees (ah)
Make the ghetto bitches put they hands on they knees (yeah)
I don't know how to dance but can lean
And make the ghetto bitches put they hands on they knees (ah)
Make the ghetto bitches put they hands on they knees (yeah)
Make the ghetto bitches put they hands on they knees
Come shake some
Come shake some
Come shake some (that's my baby)
Come shake some
come shake some
(Put her in time out, she a baddie) come shake some
(Put her in time out, she a baddie) come shake some
I don't know how to dance but can lean
And make the ghetto bitches put they hands on they knees (ah)
Make the ghetto bitches put they hands on they knees (ah)
Make the ghetto bitches put they hands on they knees (yeah)
I don't know how to dance but can lean
And make the ghetto bitches put they hands on they knees (ah)
Make the ghetto bitches put they hands on they knees (yeah)
Make the ghetto bitches put they hands on they knees
Come shake some",2023,"Rock, Country"
2023,Trustfall,P!nk,True,"Trustfall, baby
It's a trustfall, baby
Picture a place where it all doesn't hurt
Where everything's safe, and it doesn't get worse
Oh, my, we see through bloodshot eyes
Picture a place, somewhere else far away
Where you know what they mean, and they mean what they say to us
And would that be enough?
Are we running out of time?
Are we hiding from the light?
Are we just too scared to fight
For what we want tonight?
Close your eyes and leave it all behind
Go where love is on our side
It's a trustfall, baby
It's a trustfall, baby
You and I, and everyone alive
We can run into the fire
It's a trustfall, baby
Yeah, it's a trustfall, baby
Jump with me, come with me, burn like the sun
We'll talk, then we'll cry, then we'll laugh 'til we're done
Oh, my, it's like we're out our minds
We've been running for our lives
We've been hiding from the light
We've been far too scared to fight
For what we want tonight
Close your eyes and leave it all behind
Go where love is on our side
It's a trustfall, baby
It's a trustfall, baby
You and I, and everyone alive
We can run into the fire
It's a trustfall, baby
Yeah, it's a trustfall, baby
What if we just fall?
I'm not going without you
(And you're not going alone)
I fell so far 'til I found you
(But you know what you know, when you know)
So, I'm not going without you
(And you're not going alone)
'Cause you know, when you know
Close your eyes and leave it all behind
Go where love is on our side
It's a trustfall, baby
It's a trustfall, baby
What if we just fall?
What if we just fall?
What if we just fall?
What if we just fall?
What if we just fall?
What if we just fall?
What if we just-",2023,"Rock, Country"
2023,People,Libianca,True,"Uh-uh-uh-uh, oh-oh, oh
Oh-oh, oh (oh-oh, oh), ooh
From Bamenda, it's Libianca
Oh-oh (a-yo, Mage, you made a bang)
I've been drinking more alcohol for the past five days (oh-oh)
Did you check on me? Now, did you look for me? (Mhm)
I walked in the room, eyes are red, and I don't smoke banga
Did you check on me? (Did you check on me?) Did you check on me?
Now, did you notice me? (Did you notice me now?)
In bed, but my mind stay wondering, overthinking, but I'd rather be sleeping
Grab a drink, I need escape now, two, four, seven, I be in the state now
But I can no longer depend on it, I become my own worst enemy
I don dey question my own sanity
Waiting to be saved
But, I'd rather be alone than to have fake friend (huh)
To check on me (ayy), won't let them get to me
I'm just tired, not tryna be lazy 'cause I've got a lot
That I've been dealing with (that I've been dealing with)
I know you understand, I know you understand
I've been drinking more alcohol for the past five days
Did you check on me? Now, did you look for me? (Yeah)
I walked in the room, eyes are red, and I don't smoke banga
Did you check on me? Did you check on me? (Oh, oh)
Now, did you notice me?
Oh, Holy Father, oh, Holy Father, dey try to hold myself
I say make you no leave me diko, oh-oh (don't let go)
Nine to five, nine to five, bebe
I'm the one, you say I'm the one, okay
Time to time, dey check on me, bebe, once a while
'Cause I've been drinking (bang) more alcohol, so, I don't give a fuck
'Cause I'm always by myself, I don't really need your help (help)
Yes, I smoke weed (bang, yeah), I can't find peace (mhm)
I stay hungry (mhm), don't need munchies (mhm)
See this vibe, oh, cannot force it, cannot force it, oh-oh
I've been drinking more alcohol for the past five days
Did you check on me? Now, did you look for me? (Yeah)
I walked in the room, eyes are red, and I don't smoke banga
Did you check on me? Did you check on me?
Now, did you notice me? (Yeah)
I've been drinking more alcohol for the past five days
Did you check on me? Now, did you look for me? (Oh)
I walked in the room, eyes are red (and I don't smoke banga)
And I don't smoke banga (and I don't)
Did you check on me? Did you check on me? Now, did you notice me?
I've been drinking more alcohol for the past five days
Did you check on me?",2023,"Afrobeats, R&B/Soul, Nigerian R&B, Afropop, UK R&B, Afroswing, Hip-Hop/Rap"
2023,Go Crazy,Gunna,False,,2023,"Afrobeats, R&B/Soul, Nigerian R&B, Afropop, UK R&B, Afroswing, Hip-Hop/Rap"
