Top100Year,SongTitle,Artist,LyricsStatus,ReleaseYear,Genre,Lyrics,Label
2015,Love Me Like You Do,Ellie Goulding,True,2015,"Soft rock, Blue-eyed soul, Pop, German Pop, UK R&B",light night color blood cure pain thing want touch Never knew could mean much much fear not care never high Follow dark Let take past satellites see world brought life life love like like Love like like Touch like like waiting Fading fading edge paradise Every inch skin Holy Grail got find set heart fire fire Yeah let set pace not thinking straight head's spinning around cannot see clear no waiting Love like like like Love like like Touch like like waiting Love like like like Love like like Touch like like waiting let set pace not thinking straight head's spinning around cannot see clear no waiting Love like like like Love like like Touch like like waiting Love like like like Love like like Touch like like waiting,Positive
2015,Renegades,X Ambassadors,True,2015,"Alternative rock, Children's Music, Electropop, Electronic rock, Alternative/Indie",Run waylay Lost souls revelry Running wild running free Two kids say Hey Livin' like renegades Hey-hey-hey Hey-hey-hey Livin' like renegades Renegades Renegades Long live pioneers Rebels mutineers Go forth no fear Come close lend ear say Hey Livin' like renegades Hey-hey-hey Hey-hey-hey Livin' like renegades Renegades Renegades hail underdogs hail new kids hail outlaws Spielbergs Kubricks time make move time make amends time break rules Let us begin say Hey Livin' like renegades Hey-hey-hey Hey-hey-hey Livin' like renegades Renegades Renegades,Positive
2015,Uptown Funk!,Mark Ronson Featuring Bruno Mars,True,2015,"Electropop, Dance Pop",Whoo James town playa turned uptown pimp shit whipped Eddie Murphy red leather pants Hammer legit Oh hair gorgeous make girls sick wait line bitches even Beyonce' want shit hot shot damn like Instagram hot shot damn Jérôme Rome Gina Pam hot shot damn Covered gold know hot shot damn Thank Def Jam money (Cash Money) Got cape hallelujah Got cane hallelujah Got chain hallelujah better know James get ya know Uptown Funk get ya better know James get ya Saturday night spot not believe watch James not believe watch not believe watch Stop wait minute Fill cup put liquor Take sip sign check Julio get stretch Right Harlem Hollywood Jackson Mississippi show gone show Smoother fresh jar Skippy hot shot damn Call police fireman hot shot damn Make dragon ball retired man hot shot damn Say name know hot shot damn band money break Girls hit hallelujah Girls hit hallelujah Girls hit hallelujah uptown funk not give uptown funk not give uptown funk not give Saturday night spot not believe watch not believe watch not believe watch not believe watch not believe watch not believe watch Hey hey hey oh leave let tell little something Uptown funk Uptown funk Uptown funk Uptown funk said uptown funk Uptown funk Uptown funk Uptown funk Come dance jump sexy flow sexy flaunt not brag come show Come dance jump sexy flaunt Saturday night spot not believe watch common not believe watch not believe watch not believe watch not believe watch not believe watch Hey hey hey oh Uptown funk Uptown funk say Uptown funk Uptown funk Uptown funk Uptown funk Uptown funk Uptown funk Uptown funk Uptown funk say Uptown funk Uptown funk Uptown funk Uptown funk say Uptown funk,Positive
2015,Thinking Out Loud,Ed Sheeran,True,2014,"Soft rock, Blue-eyed soul, Pop, German Pop, UK R&B",legs not work like used cannot sweep feet mouth still remember taste love eyes still smile cheeks darling loving til 70 baby heart could still fall hard 23 thinking people fall love mysterious ways Maybe touch hand Oh fall love every single day want tell honey Take loving arms Kiss light thousand stars Place head beating heart thinking loud Maybe found love right hair's gone memory fades crowds not remember name hands not play strings way know still love honey soul never grow old evergreen Baby smile's forever mind memory thinking people fall love mysterious ways Maybe part plan keep making mistakes Hoping understand baby Take loving arms Kiss light thousand stars Place head beating heart thinking loud maybe found love right oh baby Take loving arms Kiss light thousand stars Oh darling place head beating heart thinking loud maybe found love right Oh baby found love right found love right,Positive
2015,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,True,2015,"Alternative/Indie, Dance/Electronic, Pop, Electronica, Hip-Hop/Rap, Singer-Songwriter, Country",know came see freak coming home know came bust open let see get low going real going real going real girl kissed girl bi Shake Sheikh throwing Emirates sky Spendin' alarum peace M.O.N.E.Y love beaches south beaches surfboard high tide could roll stole birthday cake get cobra Buggati real cold brush Autobiography Rover Got key city no shots Anna Kournikovas set records ratchets hold (I said rackets ratchets hold know came see freak coming home know came bust open let see get low going real going real already know going real going femurs girls get wetter Katrina Yeah girl never seen tints limousines touch say Midas plus man minus team blowing slam Make bronchitis Put hands uh stick no makeup Get ass floor ladies put lipstick Double engender double engender hating get money double tankers know came see freak coming home know came bust open let see get low going real going real going real going real going real Lift drop shake pop Lift drop shake pop Lift drop shake pop Lift drop shake going real going real going real going real going real,Negative
2015,Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,True,2014,"Alternative/Indie, Pop","Diamond rings old One's queens one's fools One's future one's past One's forever one not last not like midnight cigarette smoke not like watered whiskey coke guess things not mix like hoped Like diamond rings old wrongs rights highs lows ""I love you's "" ""I told Past miles wherever home Another morning waking alone not like midnight cigarette smoke not like watered whiskey coke guess things not mix like hoped Like diamond rings old not like midnight cigarette smoke Nothing like watered whiskey coke guess things not mix like hoped Like diamond rings old",Positive
2015,Good Thing,Sage The Gemini Featuring Nick Jonas,True,2020,"Reggae, Alternative/Indie, Pop",speaking not know not know keep low go low tell way go make act come back says feelings strong Make want back respond like damn Believe tell agree (Like damn hour later gone (Like damn not want let go something got know not nothing dangerous cannot cannot getting emotional time getting sexual cannot cannot know know know make good thing keep happening Good thing keep happening know know know make good thing keep happening Good thing keep happening not never felt way make feel Continue know real Think like know Fall let fall give Stand middle floor throw broad real yeah real let guard good shit not no time call not want let go something got know not nothing dangerous cannot cannot getting emotional time getting sexual cannot cannot know know know make good thing keep happening Good thing keep happening know know know make good thing keep happening Good thing keep happening know know know make good thing keep happening Good thing keep happening know know know make good thing keep happening Good thing keep happening getting emotional time getting sexual cannot cannot know know know make good thing keep happening Good thing keep happening know know know make good thing keep happening Good thing keep happening know know know make good thing keep happening Good thing keep happening know know know make good thing keep happening Good thing keep happening,Positive
2016,Broccoli,D.R.A.M. Featuring Lil Yachty,True,2016,"R&B/Soul, Hip-Hop/Rap, Rap Québ","not no telling fixing beyond fuck shit hey Hey lily mama would like sunshine Nigga touch gang gone turn shit Columbine Ice neck cost ten times three 30 000 dollars night get flee hit Rodéo spent like ten Gs show spent check mama go away might rent Bahamas keep like ten phones damn really never home nights clones trona copy Nigga get trona pick night bone Word brother Skip boy good day Metro PCS trapping boy making plays Fifty Shades Grey beat pussy like Hulk Hogan know know slogan not gap gone Niggas hating chosen concrete rose Shawty staring necklace diamonds really froze Put dick pussy bet feel toes real young night Six throwing bows real young night Six throwing bows Real young night Six throwing bows middle party bitch get cut rolling broccoli Yeah know baby mama fond want smoke broccoli Whispered ear trona leave Said get pussy easily Said hit shit greasily dirty dog sleazily not no telling fixing beyond fuck shit hey not no telling fixing hey beyond Said beyond fuck shit got companies Pesos got people payroll not less say not smoke not Fuego sauce like Prego Fettucini Alfredo wanted fame every game made Sega five six years old told ""Okay special treat like equal never lesser 26 years old dropped one amazing record world stepping call epic Couple summers later got paper acquired taste salmon bagel capers square plate restaurant got stare face know either ball record snare bass Rapper face dread headed Golden diamond teeth wearing mad got cheese bitch keep dairy Turnt party getting lit Yachty Spanish Barbie word mama middle party bitch get cut rolling broccoli weed weed Yeah know baby mama fond fond want smoke broccoli weed weed Whispered ear trona leave running Said get pussy easily falling Said hit shit greasily oh yeah oh yeah dirty dog sleazily",Positive
2016,Me Too,Meghan Trainor,True,2016,"Dancehall, Alternative/Indie, Pop, Hip-Hop/Rap",Ow! sexy thing see standing mirror icy thing hanging around neck Um gold show respect oh thank God every day uh woke feeling way uh cannot help loving not need nobody else no uh would want would want would want would want would want would want walk like dime piece go straight V.I.P. never pay drinks entourage behind life's movie Tom Cruise bless baby achoo even tried cannot like thank God every day uh woke feeling way uh cannot help loving not need nobody else no uh would want would want would want oh would want would want would want Ow! (Turn bass Turn bass Ow! (Turn bass Let us go thank God every day say thank God) woke feeling way uh cannot help loving not need nobody else no uh baby would want would want would want would want would want would want would want would want would want would want would want would want,Positive
2016,Lost Boy,Ruth B,True,2015,"Pop music, Singer-Songwriter","time alone Nowhere go no place call home friend man Moon even sometimes would go away one night closed eyes saw shadow flying high came sweetest smile Told wanted talk said ""Peter Pan call promise never lonely ever since day Lost Boy Neverland Usually hanging Peter Pan bored play woods Always run Captain Hook ""Run run Lost Boy"" say ""Away reality Neverland home Lost Boys like Lost Boys like free Neverland home Lost Boys like Lost Boys like free sprinkled pixie dust told believe Believe believe Together fly away cloud green beautiful destiny soared town never loved realized finally family Soon enough reached Neverland Peacefully feet hit sand ever since day Lost Boy Neverland Usually hanging Peter Pan bored play woods Always run Captain Hook ""Run run Lost Boy"" say ""Away reality Neverland home Lost Boys like Lost Boys like free Neverland home Lost Boys like Lost Boys like free Peter Pan Tinker Bell Wendy Darling Even Captain Hook perfect storybook Neverland love home sweet home Forever Lost Boy last Peter Pan Tinker Bell Wendy Darling Even Captain Hook perfect storybook Neverland love home sweet home Forever Lost Boy last always say Lost Boy Neverland Usually hanging Peter Pan bored play woods Always run Captain Hook ""Run run Lost Boy"" say ""Away reality Neverland home Lost Boys like Lost Boys like free Neverland home Lost Boys like Lost Boys like free",Positive
2016,Money Longer,Lil Uzi Vert,True,2017,"Contemporary R&B, Electronic rock, Pop",Yeah not matter Turn savage pocket got fatter call daddy Smoking gas gone nanny powder Nowadays haters got sadder Money got longer speaker got louder car got faster Turn savage pocket got fatter call daddy Smoking gas gone nanny powder Nowadays haters got sadder Money got longer speaker got louder car got faster yeah Money old diamonds spoiled yeah lily bitch spoiled yeah rub oil yeah got money know yeah Diamonds teeth yeah shit look like foil yeah Chris Brown said hoes not loyal yeah None hoes got no morals yeah nights G'd yeah glasses D'd Never thought would days could kick feet Never though would need much leave leave not matter Turn savage pocket got fatter call daddy Smoking gas gone nanny powder Nowadays haters got sadder Money got longer speaker got louder car got faster Turn savage pocket got fatter call daddy Smoking gas gone nanny powder Nowadays haters got sadder Money got longer speaker got louder car got faster Turn savage pocket got fatter call daddy Smoking gas gone nanny powder Nowadays haters got sadder Money got longer speaker got louder car got faster faction no time acting money lasting Like go eat get blackened salmon girl Pharrell Vashtie yeah wait huh Damn not lasting huh pussy know like rough blasting Yeah tell bitch really Mars Uh yeah bitch not start Pull car automatic yeah dealt star not matter Turn savage pocket got fatter call daddy Smoking gas gone nanny powder Nowadays haters got sadder Money got longer speaker got louder car got faster Turn savage pocket got fatter call daddy Smoking gas gone nanny powder Nowadays haters got sadder Money got longer speaker got louder car got faster,Negative
2016,With You Tonight / Hasta El Amanecer,Nicky Jam,True,2017,"Latin Urbano, Pop, Reggaeton",Girl know anything know little name thing know fine would like leave tonight Girl know anything know little name thing know fine would like leave tonight name sweet senorita hot giving fever sexy bonito making nonbeliever believer Trust girl got give everything need make weak knees baddest one ever seen Tell fit jeans Oyeme baby finally see Girl perfect remember night pleasure need come Girl know anything know little name thing know fine would like leave tonight Want name came Looking Ray-ban frames girl dime girl not not mother blame want tell straight Let explain Keep hundred come ride wave Come tunnel train flyer plane gone call papa make body happy Every time call know take care gone call papa make body happy Every time call know want baby Girl know anything know little name thing know fine would like leave tonight Girl know anything know little name thing know fine would like leave tonight (I want leave Girl know anything know little name thing know fine would like leave tonight N.I.C.K Nicky Nicky Nicky Jam Saga WhiteBlack La Industria Inc,Positive
2016,Dangerous Woman,Ariana Grande,True,2016,"Latin Urbano, R&B/Soul, Volksmusik, French Indie, MORE",Oh yeah not need permission Made decision test limits business God witness Start finished not need no hold Taking control kind moment locked loaded Completely focused mind open got skin skin oh God not stop boy Something Makes feel like dangerous woman Something something Something Makes want things not Something something something Nothing prove bulletproof Know way moving like introducing Us new thing want savor save later taste flavor taker giver nature live danger got skin skin oh God not stop boy Oh yeah Something Makes feel like dangerous woman Something something Something Makes want things not Something something Something girls want like Bad girls underneath like know feeling inside something something girls want like Bad girls underneath like know feeling inside something something Something Makes feel like dangerous woman Something something Something Makes want things not Something something Something girls want like Bad girls underneath like know feeling inside know feeling inside baby Something something girls want like Bad girls underneath like know feeling inside something something something something Something (Yeah something boy (Yeah something boy (Yeah something boy something something Something,Positive
2016,Kiss It Better,Rihanna,True,2016,"Contemporary R&B, Electronic rock, Pop",Kiss kiss better baby Kiss kiss better baby waiting sunshine Boy think need back Cannot like No one else gone get like argue yell take back cares feels like crack Boy know always right Man fa pride take back boy take back boy Take back night take back take back Mmm got keep night Hurtin' vibe man hurts inside look eye willing Oh tell willing (Kiss kiss better baby Oh willing Oh tell willing (Kiss kiss better baby waiting sunshine Boy think need back Cannot like No one else gone get like argue take back cares feels like crack Boy know always right Man fa pride take back boy take back boy Take back night take back take back Mmm got keep night Hurtin' vibe man hurts inside look eye willing Oh tell willing (Kiss kiss better baby Oh willing Oh tell willing (Kiss kiss better baby waiting night Baby tell wrong Go make right Make night long waiting night Baby tell wrong Go make right Make night long Man fa pride take back take back babe Take back night take back take back Mmm got keep night night Hurtin' vibe man hurts inside look eye willing Oh tell willing (Kiss kiss better baby Oh willing Oh tell willing (Kiss kiss better baby willing Oh tell willing (Kiss kiss better baby Oh willing Oh tell willing (Kiss kiss better baby Kiss kiss better baby Kiss kiss better baby,Positive
2016,Fix,Chris Lane,True,2016,"R&B/Soul, Hip-Hop/Rap",Hey girl know missing yeah Hey girl whoever kissing not got love medicinal make feel invincible recreational need smooth ride late night Walter White high first time right Get falling love end night good itch long trip sugar lips favorite habit got cannot quit got fix high never let us (I got fix one crave no one around pick never let go (I got fix Never let go hey hey Hey girl not get never leave oh leave Listen baby baby baby baby girl Let make feel better Please please please please need smooth ride late night Walter White high first time right Get falling love end night good itch long trip sugar lips favorite habit got cannot quit got fix high never let us never let us one crave no one's around no one around pick never let go (I got fix Never let go Yeah come baby yeah high never let us one crave no one around smooth ride late night Walter White high first time right Get falling love end night good itch long trip sugar lips favorite habit got cannot quit got fix high never let us never let us one crave no one's around no one around pick never let go (I got fix Never let go,Positive
2017,Nobody Else But You,Trey Songz,True,2017,"Pop music, Children's Music, Alternative/Indie, R&B/Soul, Dance/Electronic, Pop, Rock",not want nobody else not want nobody else ooh ah ah Nobody else ooh ah ah like ooh ah yeah ooh ah ah Lately giving room uh huh Lately not know ooh ooh ooh not want nobody else ooh ah ah know not want wait aye say stay away aye know babe great Gratefully love ooh ah ah Know lot men would better Know done put whatever know care know ever something happen still Real one guess fool Looking mirror like not scared lose acting like another man would not choose know true girl ooh girl cannot even lie yeah got falling Even try game keep calling club always balling Tryna' love not fall often hard got falling Even try hoes keep calling club always balling Tryna' love not fall often hard still not want nobody else not want nobody else ooh ah ah Nobody else ooh ah ah not want nobody else catch us low know hate say say not every time goes bring pain back yeah Break ups make ups way goes ooh ah ah Know lot men would better ooh ah Know done put whatever ooh ah know care know spared know not wait forever Real one guess fool Looking mirror like not scared lose acting like another man would not choose know true girl ooh girl cannot even lie yeah got falling Even try game keep calling calling name club always balling Tryna' love not fall often hard got falling Even try hoes keep calling club always balling Tryna' love not fall often hard still not want nobody else not want nobody else ooh ah ah Nobody else ooh ah ah not want nobody else ooh ah ah nobody else ooh ah ah not want nobody else ooh ah ah nobody else Nobody else ooh ah ah ooh ah ooh ah ah nobody else,Positive
2017,There's Nothing Holdin' Me Back,Shawn Mendes,True,2016,"French Indie, Dance/Electronic, Pop",want follow goes think knows want let take control every time gets close yeah pulls enough keep guessing hmm maybe stop start confessing Confessin' yeah Oh shaking love go crazy take inhibitions Baby nothing holding back take places tear reputation Manipulate decisions Baby nothing holding back nothing holding back nothing holding back says never afraid picture everybody naked really not like wait Not really hesitation Pulls enough keep guessing maybe stop start confessing Confessin' yeah Oh shaking love go crazy take inhibitions Baby nothing holding back take places tear reputation Manipulate decisions Baby nothing holding back nothing holding back lost minds took way far know would alright know would alright side stumbled dark know would alright know would alright lost minds took way far know would alright know would alright side stumbled dark know would alright would alright Oh shaking love go crazy take inhibitions Baby nothing holding back take places tear reputation Manipulate decisions Baby nothing holding back nothing holding back feel free baby Baby nothing holding back,Positive
2017,Swish Swish,Katy Perry Featuring Nicki Minaj,True,"May 19, 2017","Electropop, Pop",know not know strut fuck tiger not lose no sleep not need opinions shellfish sheep not come No not today calculated got number joker outside killer queen kiss ring best believe keep calm honey stick around minute get used Funny name keeps coming mouth stay winning Lay like Swish swish wish Another one basket Cannot touch Another one casket game tired retire cute old coupon expired Karma's not liar keeps receipts keep calm honey stick around minute get used Funny name keeps coming mouth stay winning Lay like Swish swish wish Another one basket Cannot touch Another one casket Swish swish wish Another one basket Cannot touch Another one casket know not know (Katy Perry) know (Young Money) not know know not know strut Hahaha yo fuck Pink Ferragamo sliders deck Silly rap beefs get checks life movie never set amigos no not Offset Swish swish awe got upset make dance like dusted Swish swish awe haters obsessed make M's get much less not trona double back already despise fake love showing Could not even disguise yo Ran? When? Nicki getting tan Mirror mirror fairest bitch land Damn man bitch Stan Muah much generous queen kiss fan Ass goodbye riding tell no Biggz yeah guy star's star ha ha never thought swish god would take far Get pimp cup pimp shit baby rock Queens making hits Katy Swish swish wish Another one basket another one another one Cannot touch cannot touch Another one casket another one another one know (Do know not know know not know know not know strut,Positive
2017,Love Galore,SZA Featuring Travis Scott,True,2017,"Hip-Hop/Rap, UK Rap","need need need need need need need need need need Love love love love 'Long got Love love love oh 'Long got Done nights not love nights dust nights fun not take personal Personally surprised Called things said Skrrt skirt nights Skrrt nights Skrrt acting like Acting like not summer fling said farewell took well Promise not cry spilled milk (Ooh no not Give paper towel Give another Valium Give another hour two Hour bother know not want bother know got woman hit know know better Know know better Know crew better Call looking ya looking ya Got looking forward weekends baby baby baby whatever want Go wherever want Love however want not matter whatever want Get whatever want Get whatever need Love love love love 'Long got Love love love 'Long got never gave number never let hit split regret got fetish got problem problem oh no Skrrt skirt bitches not know bitches Dig dirt bitches fun not take personal baby Love ladies Luh-love ladies Uh dated straight bother bother bother (Why bother Yeah) Last time checked one left one wreck mess yeah yeah yeah rep like side rep yeah side Mo city side cannot come around night yeah lit like get high not want no one beside ya like make fire say ""La Flame keep making fire keep making fire Let cut inside ya Let plant seed inside ya Ass titties titties thing stuck thing real thing could feel feel (Feel bother bother baby Tryna catch P.O.V yeah baby Love love love love 'Long got Love love love 'Long got Ooh came city Lookin' loving lucky promised put city looking Searchin' light oh thing keeping dropping right Right love thing keeping side thing keeping side see Solána not say something Speak think stupid know saying",Positive
2017,Slide,Calvin Harris Featuring Frank Ocean & Migos,True,2017,"Funk, Dance Pop, Hip-Hop/Rap, House",might Empty bank account buy boy pipe Buy boy pipe might might Empty bank account buy boy pipe Buy boy pipe might slide nights like try nights like (I might Put spotlight slide Whatever comes comes clear slide nights like try nights like (I might Put spotlight side whatever comes comes clear jewelry not no use dark favorite part see lights got far went fast could not reach arms Wrist wrist link charm oh yeah Laying still link apart like could die young Like could dye hair blonde could see twenty twin Twice could see til end Put spotlight face Put spotlight face ah yeah gone pipe turn pipe gone light burn burn Mama hot like like Mama hot like furnace got hundred G's Goyard diamonds gone shine lights dark take ride boulevard friends really want break us apart Good Lord Good gracious Starin' diamonds hopping spaceship Need information take vacation Malaysia baby paparazzi flashing crazy swallowed bottle sit back smoke relate Walk mansion twenty thousand painting Picasso Bitches dipping dabbing nights like nacho Took panties diamonds dancing like Rick Riccardo Went college working bachelor know got past got past back us Average I'mma make million average riding no brain bitch slide nights like try nights like (I might Put spotlight slide Whatever comes comes clear slide nights like try nights like Put spotlight side whatever comes comes clear might empty bank account buy boy pipe ooh yeah Buy boy pipe might might Empty bank account ooh slide buy boy pipe slide yeah Buy boy pipe might,Positive
